,variable,value,Type,Mass,Cont
147,Power_Pick_3,0.047619047619047616,Preharvest,2 Tomatoes,100%
148,Power_Pick_3,0.02631578947368421,Preharvest,2 Tomatoes,100%
149,Power_Pick_3,0.075,Preharvest,2 Tomatoes,100%
0,Power_Pick_1,0.4,Preharvest,6 Tomatoes,100%
1,Power_Pick_1,0.6363636363636364,Preharvest,6 Tomatoes,100%
2,Power_Pick_1,0.5,Preharvest,6 Tomatoes,100%
3,Power_Pick_1,0.36363636363636365,Preharvest,6 Tomatoes,100%
4,Power_Pick_1,0.5333333333333333,Preharvest,6 Tomatoes,100%
5,Power_Pick_1,0.5714285714285714,Preharvest,6 Tomatoes,100%
6,Power_Pick_1,0.2727272727272727,Preharvest,6 Tomatoes,100%
7,Power_Pick_1,0.7777777777777778,Preharvest,6 Tomatoes,100%
8,Power_Pick_1,0.4,Preharvest,6 Tomatoes,100%
9,Power_Pick_1,0.6428571428571429,Preharvest,6 Tomatoes,100%
10,Power_Pick_1,0.25,Preharvest,6 Tomatoes,100%
11,Power_Pick_1,0.5555555555555556,Preharvest,6 Tomatoes,100%
12,Power_Pick_1,0.6666666666666666,Preharvest,6 Tomatoes,100%
13,Power_Pick_1,0.5294117647058824,Preharvest,6 Tomatoes,100%
14,Power_Pick_1,0.3076923076923077,Preharvest,6 Tomatoes,100%
15,Power_Pick_1,0.4375,Preharvest,6 Tomatoes,100%
16,Power_Pick_1,0.5714285714285714,Preharvest,6 Tomatoes,100%
17,Power_Pick_1,0.5294117647058824,Preharvest,6 Tomatoes,100%
18,Power_Pick_1,0.3684210526315789,Preharvest,6 Tomatoes,100%
19,Power_Pick_1,0.3333333333333333,Preharvest,6 Tomatoes,100%
20,Power_Pick_1,0.2727272727272727,Preharvest,6 Tomatoes,100%
21,Power_Pick_1,0.6153846153846154,Preharvest,6 Tomatoes,100%
22,Power_Pick_1,0.5384615384615384,Preharvest,6 Tomatoes,100%
23,Power_Pick_1,0.375,Preharvest,6 Tomatoes,100%
24,Power_Pick_1,0.4666666666666667,Preharvest,6 Tomatoes,100%
25,Power_Pick_1,0.45454545454545453,Preharvest,6 Tomatoes,100%
26,Power_Pick_1,0.6666666666666666,Preharvest,6 Tomatoes,100%
27,Power_Pick_1,0.5833333333333334,Preharvest,6 Tomatoes,100%
28,Power_Pick_1,0.5714285714285714,Preharvest,6 Tomatoes,100%
29,Power_Pick_1,0.5555555555555556,Preharvest,6 Tomatoes,100%
30,Power_Pick_1,0.5833333333333334,Preharvest,6 Tomatoes,100%
31,Power_Pick_1,0.5,Preharvest,6 Tomatoes,100%
32,Power_Pick_1,0.3684210526315789,Preharvest,6 Tomatoes,100%
33,Power_Pick_1,0.2727272727272727,Preharvest,6 Tomatoes,100%
34,Power_Pick_1,0.3,Preharvest,6 Tomatoes,100%
35,Power_Pick_1,0.5,Preharvest,6 Tomatoes,100%
36,Power_Pick_1,0.5384615384615384,Preharvest,6 Tomatoes,100%
37,Power_Pick_1,0.42857142857142855,Preharvest,6 Tomatoes,100%
38,Power_Pick_1,0.47619047619047616,Preharvest,6 Tomatoes,100%
39,Power_Pick_1,0.4166666666666667,Preharvest,6 Tomatoes,100%
40,Power_Pick_1,0.4,Preharvest,6 Tomatoes,100%
41,Power_Pick_1,0.45454545454545453,Preharvest,6 Tomatoes,100%
42,Power_Pick_1,0.4444444444444444,Preharvest,6 Tomatoes,100%
43,Power_Pick_1,0.25,Preharvest,6 Tomatoes,100%
44,Power_Pick_1,0.23076923076923078,Preharvest,6 Tomatoes,100%
45,Power_Pick_1,0.45454545454545453,Preharvest,6 Tomatoes,100%
46,Power_Pick_1,0.4166666666666667,Preharvest,6 Tomatoes,100%
47,Power_Pick_1,0.4375,Preharvest,6 Tomatoes,100%
48,Power_Pick_1,0.5833333333333334,Preharvest,6 Tomatoes,100%
49,Power_Pick_1,0.5,Preharvest,6 Tomatoes,100%
50,Power_Pick_2,0.35,Preharvest,6 Tomatoes,100%
51,Power_Pick_2,0.5454545454545454,Preharvest,6 Tomatoes,100%
52,Power_Pick_2,0.2916666666666667,Preharvest,6 Tomatoes,100%
53,Power_Pick_2,0.3181818181818182,Preharvest,6 Tomatoes,100%
54,Power_Pick_2,0.2222222222222222,Preharvest,6 Tomatoes,100%
55,Power_Pick_2,0.3333333333333333,Preharvest,6 Tomatoes,100%
56,Power_Pick_2,0.24,Preharvest,6 Tomatoes,100%
57,Power_Pick_2,0.25,Preharvest,6 Tomatoes,100%
58,Power_Pick_2,0.2727272727272727,Preharvest,6 Tomatoes,100%
59,Power_Pick_2,0.18181818181818182,Preharvest,6 Tomatoes,100%
60,Power_Pick_2,0.20689655172413793,Preharvest,6 Tomatoes,100%
61,Power_Pick_2,0.22727272727272727,Preharvest,6 Tomatoes,100%
62,Power_Pick_2,0.391304347826087,Preharvest,6 Tomatoes,100%
63,Power_Pick_2,0.21052631578947367,Preharvest,6 Tomatoes,100%
64,Power_Pick_2,0.24,Preharvest,6 Tomatoes,100%
65,Power_Pick_2,0.2916666666666667,Preharvest,6 Tomatoes,100%
66,Power_Pick_2,0.15789473684210525,Preharvest,6 Tomatoes,100%
67,Power_Pick_2,0.1724137931034483,Preharvest,6 Tomatoes,100%
68,Power_Pick_2,0.15384615384615385,Preharvest,6 Tomatoes,100%
69,Power_Pick_2,0.2857142857142857,Preharvest,6 Tomatoes,100%
70,Power_Pick_2,0.3333333333333333,Preharvest,6 Tomatoes,100%
71,Power_Pick_2,0.35,Preharvest,6 Tomatoes,100%
72,Power_Pick_2,0.16666666666666666,Preharvest,6 Tomatoes,100%
73,Power_Pick_2,0.4,Preharvest,6 Tomatoes,100%
74,Power_Pick_2,0.15384615384615385,Preharvest,6 Tomatoes,100%
75,Power_Pick_2,0.2857142857142857,Preharvest,6 Tomatoes,100%
76,Power_Pick_2,0.38461538461538464,Preharvest,6 Tomatoes,100%
77,Power_Pick_2,0.19047619047619047,Preharvest,6 Tomatoes,100%
78,Power_Pick_2,0.32,Preharvest,6 Tomatoes,100%
79,Power_Pick_2,0.26666666666666666,Preharvest,6 Tomatoes,100%
80,Power_Pick_2,0.35294117647058826,Preharvest,6 Tomatoes,100%
81,Power_Pick_2,0.38461538461538464,Preharvest,6 Tomatoes,100%
82,Power_Pick_2,0.19047619047619047,Preharvest,6 Tomatoes,100%
83,Power_Pick_2,0.17857142857142858,Preharvest,6 Tomatoes,100%
84,Power_Pick_2,0.30434782608695654,Preharvest,6 Tomatoes,100%
85,Power_Pick_2,0.37037037037037035,Preharvest,6 Tomatoes,100%
86,Power_Pick_2,0.3333333333333333,Preharvest,6 Tomatoes,100%
87,Power_Pick_2,0.27586206896551724,Preharvest,6 Tomatoes,100%
88,Power_Pick_2,0.14285714285714285,Preharvest,6 Tomatoes,100%
89,Power_Pick_2,0.3448275862068966,Preharvest,6 Tomatoes,100%
90,Power_Pick_2,0.20833333333333334,Preharvest,6 Tomatoes,100%
91,Power_Pick_2,0.15,Preharvest,6 Tomatoes,100%
92,Power_Pick_2,0.4,Preharvest,6 Tomatoes,100%
93,Power_Pick_2,0.25806451612903225,Preharvest,6 Tomatoes,100%
94,Power_Pick_2,0.23076923076923078,Preharvest,6 Tomatoes,100%
95,Power_Pick_2,0.2916666666666667,Preharvest,6 Tomatoes,100%
96,Power_Pick_2,0.4444444444444444,Preharvest,6 Tomatoes,100%
97,Power_Pick_2,0.17391304347826086,Preharvest,6 Tomatoes,100%
98,Power_Pick_2,0.36,Preharvest,6 Tomatoes,100%
99,Power_Pick_2,0.34615384615384615,Preharvest,6 Tomatoes,100%
100,Power_Pick_3,0.0625,Preharvest,6 Tomatoes,100%
101,Power_Pick_3,0.2,Preharvest,6 Tomatoes,100%
102,Power_Pick_3,0.16129032258064516,Preharvest,6 Tomatoes,100%
103,Power_Pick_3,0.17142857142857143,Preharvest,6 Tomatoes,100%
104,Power_Pick_3,0.15625,Preharvest,6 Tomatoes,100%
105,Power_Pick_3,0.2,Preharvest,6 Tomatoes,100%
106,Power_Pick_3,0.19444444444444445,Preharvest,6 Tomatoes,100%
107,Power_Pick_3,0.19444444444444445,Preharvest,6 Tomatoes,100%
108,Power_Pick_3,0.23076923076923078,Preharvest,6 Tomatoes,100%
109,Power_Pick_3,0.29411764705882354,Preharvest,6 Tomatoes,100%
110,Power_Pick_3,0.2222222222222222,Preharvest,6 Tomatoes,100%
111,Power_Pick_3,0.2413793103448276,Preharvest,6 Tomatoes,100%
112,Power_Pick_3,0.25925925925925924,Preharvest,6 Tomatoes,100%
113,Power_Pick_3,0.2727272727272727,Preharvest,6 Tomatoes,100%
114,Power_Pick_3,0.07894736842105263,Preharvest,6 Tomatoes,100%
115,Power_Pick_3,0.2903225806451613,Preharvest,6 Tomatoes,100%
116,Power_Pick_3,0.21621621621621623,Preharvest,6 Tomatoes,100%
117,Power_Pick_3,0.1388888888888889,Preharvest,6 Tomatoes,100%
118,Power_Pick_3,0.2,Preharvest,6 Tomatoes,100%
119,Power_Pick_3,0.11764705882352941,Preharvest,6 Tomatoes,100%
120,Power_Pick_3,0.1891891891891892,Preharvest,6 Tomatoes,100%
121,Power_Pick_3,0.2,Preharvest,6 Tomatoes,100%
122,Power_Pick_3,0.19444444444444445,Preharvest,6 Tomatoes,100%
123,Power_Pick_3,0.2903225806451613,Preharvest,6 Tomatoes,100%
124,Power_Pick_3,0.1111111111111111,Preharvest,6 Tomatoes,100%
125,Power_Pick_3,0.19444444444444445,Preharvest,6 Tomatoes,100%
126,Power_Pick_3,0.3125,Preharvest,6 Tomatoes,100%
127,Power_Pick_3,0.16666666666666666,Preharvest,6 Tomatoes,100%
128,Power_Pick_3,0.28125,Preharvest,6 Tomatoes,100%
129,Power_Pick_3,0.28205128205128205,Preharvest,6 Tomatoes,100%
130,Power_Pick_3,0.24242424242424243,Preharvest,6 Tomatoes,100%
131,Power_Pick_3,0.26666666666666666,Preharvest,6 Tomatoes,100%
132,Power_Pick_3,0.08571428571428572,Preharvest,6 Tomatoes,100%
133,Power_Pick_3,0.20512820512820512,Preharvest,6 Tomatoes,100%
134,Power_Pick_3,0.23529411764705882,Preharvest,6 Tomatoes,100%
135,Power_Pick_3,0.1724137931034483,Preharvest,6 Tomatoes,100%
136,Power_Pick_3,0.21875,Preharvest,6 Tomatoes,100%
137,Power_Pick_3,0.11764705882352941,Preharvest,6 Tomatoes,100%
138,Power_Pick_3,0.2571428571428571,Preharvest,6 Tomatoes,100%
139,Power_Pick_3,0.18181818181818182,Preharvest,6 Tomatoes,100%
140,Power_Pick_3,0.2222222222222222,Preharvest,6 Tomatoes,100%
141,Power_Pick_3,0.25,Preharvest,6 Tomatoes,100%
142,Power_Pick_3,0.3225806451612903,Preharvest,6 Tomatoes,100%
143,Power_Pick_3,0.1388888888888889,Preharvest,6 Tomatoes,100%
144,Power_Pick_3,0.21621621621621623,Preharvest,6 Tomatoes,100%
145,Power_Pick_3,0.23529411764705882,Preharvest,6 Tomatoes,100%
146,Power_Pick_3,0.23333333333333334,Preharvest,6 Tomatoes,100%
147,Power_Pick_3,0.13157894736842105,Preharvest,6 Tomatoes,100%
148,Power_Pick_3,0.13793103448275862,Preharvest,6 Tomatoes,100%
149,Power_Pick_3,0.16129032258064516,Preharvest,6 Tomatoes,100%
0,Power_Pick_1,0.8,Preharvest,20 Tomatoes,100%
1,Power_Pick_1,0.9090909090909091,Preharvest,20 Tomatoes,100%
2,Power_Pick_1,0.5,Preharvest,20 Tomatoes,100%
3,Power_Pick_1,0.7272727272727273,Preharvest,20 Tomatoes,100%
4,Power_Pick_1,0.8,Preharvest,20 Tomatoes,100%
5,Power_Pick_1,1.0,Preharvest,20 Tomatoes,100%
6,Power_Pick_1,0.9090909090909091,Preharvest,20 Tomatoes,100%
7,Power_Pick_1,0.8888888888888888,Preharvest,20 Tomatoes,100%
8,Power_Pick_1,1.0,Preharvest,20 Tomatoes,100%
9,Power_Pick_1,0.8571428571428571,Preharvest,20 Tomatoes,100%
10,Power_Pick_1,0.625,Preharvest,20 Tomatoes,100%
11,Power_Pick_1,0.8333333333333334,Preharvest,20 Tomatoes,100%
12,Power_Pick_1,0.9166666666666666,Preharvest,20 Tomatoes,100%
13,Power_Pick_1,0.6470588235294118,Preharvest,20 Tomatoes,100%
14,Power_Pick_1,0.7692307692307693,Preharvest,20 Tomatoes,100%
15,Power_Pick_1,0.75,Preharvest,20 Tomatoes,100%
16,Power_Pick_1,0.8571428571428571,Preharvest,20 Tomatoes,100%
17,Power_Pick_1,0.8235294117647058,Preharvest,20 Tomatoes,100%
18,Power_Pick_1,0.8421052631578947,Preharvest,20 Tomatoes,100%
19,Power_Pick_1,0.8333333333333334,Preharvest,20 Tomatoes,100%
20,Power_Pick_1,0.6363636363636364,Preharvest,20 Tomatoes,100%
21,Power_Pick_1,0.9230769230769231,Preharvest,20 Tomatoes,100%
22,Power_Pick_1,0.7692307692307693,Preharvest,20 Tomatoes,100%
23,Power_Pick_1,0.75,Preharvest,20 Tomatoes,100%
24,Power_Pick_1,0.6666666666666666,Preharvest,20 Tomatoes,100%
25,Power_Pick_1,0.9090909090909091,Preharvest,20 Tomatoes,100%
26,Power_Pick_1,0.8888888888888888,Preharvest,20 Tomatoes,100%
27,Power_Pick_1,1.0,Preharvest,20 Tomatoes,100%
28,Power_Pick_1,0.8571428571428571,Preharvest,20 Tomatoes,100%
29,Power_Pick_1,0.7777777777777778,Preharvest,20 Tomatoes,100%
30,Power_Pick_1,0.8333333333333334,Preharvest,20 Tomatoes,100%
31,Power_Pick_1,0.7,Preharvest,20 Tomatoes,100%
32,Power_Pick_1,0.8421052631578947,Preharvest,20 Tomatoes,100%
33,Power_Pick_1,0.6363636363636364,Preharvest,20 Tomatoes,100%
34,Power_Pick_1,0.7,Preharvest,20 Tomatoes,100%
35,Power_Pick_1,0.8571428571428571,Preharvest,20 Tomatoes,100%
36,Power_Pick_1,0.8461538461538461,Preharvest,20 Tomatoes,100%
37,Power_Pick_1,0.7142857142857143,Preharvest,20 Tomatoes,100%
38,Power_Pick_1,0.7142857142857143,Preharvest,20 Tomatoes,100%
39,Power_Pick_1,0.9166666666666666,Preharvest,20 Tomatoes,100%
40,Power_Pick_1,0.8666666666666667,Preharvest,20 Tomatoes,100%
41,Power_Pick_1,0.8181818181818182,Preharvest,20 Tomatoes,100%
42,Power_Pick_1,0.7222222222222222,Preharvest,20 Tomatoes,100%
43,Power_Pick_1,0.8333333333333334,Preharvest,20 Tomatoes,100%
44,Power_Pick_1,0.6923076923076923,Preharvest,20 Tomatoes,100%
45,Power_Pick_1,0.9090909090909091,Preharvest,20 Tomatoes,100%
46,Power_Pick_1,0.8333333333333334,Preharvest,20 Tomatoes,100%
47,Power_Pick_1,0.625,Preharvest,20 Tomatoes,100%
48,Power_Pick_1,0.9166666666666666,Preharvest,20 Tomatoes,100%
49,Power_Pick_1,0.8125,Preharvest,20 Tomatoes,100%
50,Power_Pick_2,0.6428571428571429,Preharvest,20 Tomatoes,100%
51,Power_Pick_2,0.6842105263157895,Preharvest,20 Tomatoes,100%
52,Power_Pick_2,0.5416666666666666,Preharvest,20 Tomatoes,100%
53,Power_Pick_2,0.5,Preharvest,20 Tomatoes,100%
54,Power_Pick_2,0.42857142857142855,Preharvest,20 Tomatoes,100%
55,Power_Pick_2,0.8571428571428571,Preharvest,20 Tomatoes,100%
56,Power_Pick_2,0.6666666666666666,Preharvest,20 Tomatoes,100%
57,Power_Pick_2,0.7368421052631579,Preharvest,20 Tomatoes,100%
58,Power_Pick_2,0.8421052631578947,Preharvest,20 Tomatoes,100%
59,Power_Pick_2,0.42105263157894735,Preharvest,20 Tomatoes,100%
60,Power_Pick_2,0.4782608695652174,Preharvest,20 Tomatoes,100%
61,Power_Pick_2,0.6470588235294118,Preharvest,20 Tomatoes,100%
62,Power_Pick_2,0.65,Preharvest,20 Tomatoes,100%
63,Power_Pick_2,0.47058823529411764,Preharvest,20 Tomatoes,100%
64,Power_Pick_2,0.631578947368421,Preharvest,20 Tomatoes,100%
65,Power_Pick_2,0.5263157894736842,Preharvest,20 Tomatoes,100%
66,Power_Pick_2,0.4,Preharvest,20 Tomatoes,100%
67,Power_Pick_2,0.5416666666666666,Preharvest,20 Tomatoes,100%
68,Power_Pick_2,0.47058823529411764,Preharvest,20 Tomatoes,100%
69,Power_Pick_2,0.7727272727272727,Preharvest,20 Tomatoes,100%
70,Power_Pick_2,0.5,Preharvest,20 Tomatoes,100%
71,Power_Pick_2,0.75,Preharvest,20 Tomatoes,100%
72,Power_Pick_2,0.47619047619047616,Preharvest,20 Tomatoes,100%
73,Power_Pick_2,0.5294117647058824,Preharvest,20 Tomatoes,100%
74,Power_Pick_2,0.6086956521739131,Preharvest,20 Tomatoes,100%
75,Power_Pick_2,0.5625,Preharvest,20 Tomatoes,100%
76,Power_Pick_2,0.625,Preharvest,20 Tomatoes,100%
77,Power_Pick_2,0.625,Preharvest,20 Tomatoes,100%
