,Total CFU,HI,Type,ContType,Mass
36,0.0,31.0,Harvest,Uniform,2 Tomatoes
37,1525.0,31.0,Harvest,Uniform,2 Tomatoes
38,50.0,31.0,Harvest,Uniform,2 Tomatoes
39,294.0,31.0,Harvest,Uniform,2 Tomatoes
40,47.0,31.0,Harvest,Uniform,2 Tomatoes
41,47.0,31.0,Harvest,Uniform,2 Tomatoes
42,0.0,31.0,Harvest,Uniform,2 Tomatoes
43,197.0,31.0,Harvest,Uniform,2 Tomatoes
44,2954.0,31.0,Harvest,Uniform,2 Tomatoes
45,880.0,31.0,Harvest,Uniform,2 Tomatoes
46,0.0,31.0,Harvest,Uniform,2 Tomatoes
47,201.0,31.0,Harvest,Uniform,2 Tomatoes
48,724.0,31.0,Harvest,Uniform,2 Tomatoes
49,237.0,31.0,Harvest,Uniform,2 Tomatoes
0,0.0,32.0,Harvest,Uniform,2 Tomatoes
1,286.0,32.0,Harvest,Uniform,2 Tomatoes
2,933.0,32.0,Harvest,Uniform,2 Tomatoes
3,230.0,32.0,Harvest,Uniform,2 Tomatoes
4,327.0,32.0,Harvest,Uniform,2 Tomatoes
5,366.0,32.0,Harvest,Uniform,2 Tomatoes
6,208.0,32.0,Harvest,Uniform,2 Tomatoes
7,0.0,32.0,Harvest,Uniform,2 Tomatoes
8,227.0,32.0,Harvest,Uniform,2 Tomatoes
9,161.0,32.0,Harvest,Uniform,2 Tomatoes
10,0.0,32.0,Harvest,Uniform,2 Tomatoes
11,18.0,32.0,Harvest,Uniform,2 Tomatoes
12,0.0,32.0,Harvest,Uniform,2 Tomatoes
13,97.0,32.0,Harvest,Uniform,2 Tomatoes
14,0.0,32.0,Harvest,Uniform,2 Tomatoes
15,105.0,32.0,Harvest,Uniform,2 Tomatoes
16,0.0,32.0,Harvest,Uniform,2 Tomatoes
17,0.0,32.0,Harvest,Uniform,2 Tomatoes
18,66.0,32.0,Harvest,Uniform,2 Tomatoes
19,0.0,32.0,Harvest,Uniform,2 Tomatoes
20,50.0,32.0,Harvest,Uniform,2 Tomatoes
21,40.0,32.0,Harvest,Uniform,2 Tomatoes
22,0.0,32.0,Harvest,Uniform,2 Tomatoes
23,205.0,32.0,Harvest,Uniform,2 Tomatoes
24,2957.0,32.0,Harvest,Uniform,2 Tomatoes
25,936.0,32.0,Harvest,Uniform,2 Tomatoes
26,181.0,32.0,Harvest,Uniform,2 Tomatoes
27,163.0,32.0,Harvest,Uniform,2 Tomatoes
28,735.0,32.0,Harvest,Uniform,2 Tomatoes
29,220.0,32.0,Harvest,Uniform,2 Tomatoes
30,81.0,32.0,Harvest,Uniform,2 Tomatoes
31,855.0,32.0,Harvest,Uniform,2 Tomatoes
32,154.0,32.0,Harvest,Uniform,2 Tomatoes
33,31.0,32.0,Harvest,Uniform,2 Tomatoes
34,18.0,32.0,Harvest,Uniform,2 Tomatoes
35,0.0,32.0,Harvest,Uniform,2 Tomatoes
36,364.0,32.0,Harvest,Uniform,2 Tomatoes
37,44.0,32.0,Harvest,Uniform,2 Tomatoes
38,15.0,32.0,Harvest,Uniform,2 Tomatoes
39,230.0,32.0,Harvest,Uniform,2 Tomatoes
40,133.0,32.0,Harvest,Uniform,2 Tomatoes
41,58.0,32.0,Harvest,Uniform,2 Tomatoes
42,268.0,32.0,Harvest,Uniform,2 Tomatoes
43,253.0,32.0,Harvest,Uniform,2 Tomatoes
44,1021.0,32.0,Harvest,Uniform,2 Tomatoes
45,0.0,32.0,Harvest,Uniform,2 Tomatoes
46,40.0,32.0,Harvest,Uniform,2 Tomatoes
47,287.0,32.0,Harvest,Uniform,2 Tomatoes
48,485.0,32.0,Harvest,Uniform,2 Tomatoes
49,29.0,32.0,Harvest,Uniform,2 Tomatoes
0,49.0,33.0,Harvest,Uniform,2 Tomatoes
1,46.0,33.0,Harvest,Uniform,2 Tomatoes
2,85.0,33.0,Harvest,Uniform,2 Tomatoes
3,184.0,33.0,Harvest,Uniform,2 Tomatoes
4,0.0,33.0,Harvest,Uniform,2 Tomatoes
5,928.0,33.0,Harvest,Uniform,2 Tomatoes
6,200.0,33.0,Harvest,Uniform,2 Tomatoes
7,165.0,33.0,Harvest,Uniform,2 Tomatoes
8,0.0,33.0,Harvest,Uniform,2 Tomatoes
9,213.0,33.0,Harvest,Uniform,2 Tomatoes
10,69.0,33.0,Harvest,Uniform,2 Tomatoes
11,876.0,33.0,Harvest,Uniform,2 Tomatoes
12,130.0,33.0,Harvest,Uniform,2 Tomatoes
13,49.0,33.0,Harvest,Uniform,2 Tomatoes
14,25.0,33.0,Harvest,Uniform,2 Tomatoes
15,284.0,33.0,Harvest,Uniform,2 Tomatoes
16,277.0,33.0,Harvest,Uniform,2 Tomatoes
17,46.0,33.0,Harvest,Uniform,2 Tomatoes
18,14.0,33.0,Harvest,Uniform,2 Tomatoes
19,221.0,33.0,Harvest,Uniform,2 Tomatoes
20,107.0,33.0,Harvest,Uniform,2 Tomatoes
21,52.0,33.0,Harvest,Uniform,2 Tomatoes
22,0.0,33.0,Harvest,Uniform,2 Tomatoes
23,279.0,33.0,Harvest,Uniform,2 Tomatoes
24,1104.0,33.0,Harvest,Uniform,2 Tomatoes
25,0.0,33.0,Harvest,Uniform,2 Tomatoes
26,36.0,33.0,Harvest,Uniform,2 Tomatoes
27,277.0,33.0,Harvest,Uniform,2 Tomatoes
28,493.0,33.0,Harvest,Uniform,2 Tomatoes
29,33.0,33.0,Harvest,Uniform,2 Tomatoes
30,84.0,33.0,Harvest,Uniform,2 Tomatoes
31,422.0,33.0,Harvest,Uniform,2 Tomatoes
32,0.0,33.0,Harvest,Uniform,2 Tomatoes
33,834.0,33.0,Harvest,Uniform,2 Tomatoes
34,32.0,33.0,Harvest,Uniform,2 Tomatoes
35,101.0,33.0,Harvest,Uniform,2 Tomatoes
36,0.0,33.0,Harvest,Uniform,2 Tomatoes
37,323.0,33.0,Harvest,Uniform,2 Tomatoes
38,199.0,33.0,Harvest,Uniform,2 Tomatoes
39,87.0,33.0,Harvest,Uniform,2 Tomatoes
40,32.0,33.0,Harvest,Uniform,2 Tomatoes
41,230.0,33.0,Harvest,Uniform,2 Tomatoes
42,296.0,33.0,Harvest,Uniform,2 Tomatoes
43,586.0,33.0,Harvest,Uniform,2 Tomatoes
44,0.0,33.0,Harvest,Uniform,2 Tomatoes
45,0.0,33.0,Harvest,Uniform,2 Tomatoes
46,443.0,33.0,Harvest,Uniform,2 Tomatoes
47,16.0,33.0,Harvest,Uniform,2 Tomatoes
48,41.0,33.0,Harvest,Uniform,2 Tomatoes
49,1422.0,33.0,Harvest,Uniform,2 Tomatoes
0,117.0,34.0,Harvest,Uniform,2 Tomatoes
1,56.0,34.0,Harvest,Uniform,2 Tomatoes
2,300.0,34.0,Harvest,Uniform,2 Tomatoes
3,0.0,34.0,Harvest,Uniform,2 Tomatoes
4,971.0,34.0,Harvest,Uniform,2 Tomatoes
5,0.0,34.0,Harvest,Uniform,2 Tomatoes
6,46.0,34.0,Harvest,Uniform,2 Tomatoes
7,262.0,34.0,Harvest,Uniform,2 Tomatoes
8,0.0,34.0,Harvest,Uniform,2 Tomatoes
9,35.0,34.0,Harvest,Uniform,2 Tomatoes
10,74.0,34.0,Harvest,Uniform,2 Tomatoes
11,385.0,34.0,Harvest,Uniform,2 Tomatoes
12,1569.0,34.0,Harvest,Uniform,2 Tomatoes
13,933.0,34.0,Harvest,Uniform,2 Tomatoes
14,26.0,34.0,Harvest,Uniform,2 Tomatoes
15,0.0,34.0,Harvest,Uniform,2 Tomatoes
16,447.0,34.0,Harvest,Uniform,2 Tomatoes
17,0.0,34.0,Harvest,Uniform,2 Tomatoes
18,227.0,34.0,Harvest,Uniform,2 Tomatoes
19,88.0,34.0,Harvest,Uniform,2 Tomatoes
20,31.0,34.0,Harvest,Uniform,2 Tomatoes
21,223.0,34.0,Harvest,Uniform,2 Tomatoes
22,299.0,34.0,Harvest,Uniform,2 Tomatoes
23,588.0,34.0,Harvest,Uniform,2 Tomatoes
24,474.0,34.0,Harvest,Uniform,2 Tomatoes
25,0.0,34.0,Harvest,Uniform,2 Tomatoes
26,487.0,34.0,Harvest,Uniform,2 Tomatoes
27,22.0,34.0,Harvest,Uniform,2 Tomatoes
28,51.0,34.0,Harvest,Uniform,2 Tomatoes
29,1443.0,34.0,Harvest,Uniform,2 Tomatoes
30,86.0,34.0,Harvest,Uniform,2 Tomatoes
31,144.0,34.0,Harvest,Uniform,2 Tomatoes
32,0.0,34.0,Harvest,Uniform,2 Tomatoes
33,53.0,34.0,Harvest,Uniform,2 Tomatoes
34,874.0,34.0,Harvest,Uniform,2 Tomatoes
35,0.0,34.0,Harvest,Uniform,2 Tomatoes
36,0.0,34.0,Harvest,Uniform,2 Tomatoes
37,291.0,34.0,Harvest,Uniform,2 Tomatoes
38,49.0,34.0,Harvest,Uniform,2 Tomatoes
39,9.0,34.0,Harvest,Uniform,2 Tomatoes
40,44.0,34.0,Harvest,Uniform,2 Tomatoes
41,937.0,34.0,Harvest,Uniform,2 Tomatoes
42,304.0,34.0,Harvest,Uniform,2 Tomatoes
43,362.0,34.0,Harvest,Uniform,2 Tomatoes
44,131.0,34.0,Harvest,Uniform,2 Tomatoes
45,291.0,34.0,Harvest,Uniform,2 Tomatoes
46,0.0,34.0,Harvest,Uniform,2 Tomatoes
47,284.0,34.0,Harvest,Uniform,2 Tomatoes
48,45.0,34.0,Harvest,Uniform,2 Tomatoes
49,533.0,34.0,Harvest,Uniform,2 Tomatoes
0,43.0,35.0,Harvest,Uniform,2 Tomatoes
1,240.0,35.0,Harvest,Uniform,2 Tomatoes
2,0.0,35.0,Harvest,Uniform,2 Tomatoes
3,582.0,35.0,Harvest,Uniform,2 Tomatoes
4,434.0,35.0,Harvest,Uniform,2 Tomatoes
5,0.0,35.0,Harvest,Uniform,2 Tomatoes
6,0.0,35.0,Harvest,Uniform,2 Tomatoes
7,27.0,35.0,Harvest,Uniform,2 Tomatoes
8,53.0,35.0,Harvest,Uniform,2 Tomatoes
9,1409.0,35.0,Harvest,Uniform,2 Tomatoes
10,98.0,35.0,Harvest,Uniform,2 Tomatoes
11,152.0,35.0,Harvest,Uniform,2 Tomatoes
12,106.0,35.0,Harvest,Uniform,2 Tomatoes
13,0.0,35.0,Harvest,Uniform,2 Tomatoes
14,830.0,35.0,Harvest,Uniform,2 Tomatoes
15,1657.0,35.0,Harvest,Uniform,2 Tomatoes
16,0.0,35.0,Harvest,Uniform,2 Tomatoes
17,278.0,35.0,Harvest,Uniform,2 Tomatoes
18,71.0,35.0,Harvest,Uniform,2 Tomatoes
19,20.0,35.0,Harvest,Uniform,2 Tomatoes
20,42.0,35.0,Harvest,Uniform,2 Tomatoes
21,0.0,35.0,Harvest,Uniform,2 Tomatoes
22,339.0,35.0,Harvest,Uniform,2 Tomatoes
23,0.0,35.0,Harvest,Uniform,2 Tomatoes
24,136.0,35.0,Harvest,Uniform,2 Tomatoes
25,0.0,35.0,Harvest,Uniform,2 Tomatoes
26,214.0,35.0,Harvest,Uniform,2 Tomatoes
27,0.0,35.0,Harvest,Uniform,2 Tomatoes
28,42.0,35.0,Harvest,Uniform,2 Tomatoes
29,0.0,35.0,Harvest,Uniform,2 Tomatoes
30,3443.0,35.0,Harvest,Uniform,2 Tomatoes
31,43.0,35.0,Harvest,Uniform,2 Tomatoes
32,353.0,35.0,Harvest,Uniform,2 Tomatoes
33,394.0,35.0,Harvest,Uniform,2 Tomatoes
34,414.0,35.0,Harvest,Uniform,2 Tomatoes
35,311.0,35.0,Harvest,Uniform,2 Tomatoes
36,43.0,35.0,Harvest,Uniform,2 Tomatoes
37,0.0,35.0,Harvest,Uniform,2 Tomatoes
38,339.0,35.0,Harvest,Uniform,2 Tomatoes
39,0.0,35.0,Harvest,Uniform,2 Tomatoes
40,447.0,35.0,Harvest,Uniform,2 Tomatoes
41,1271.0,35.0,Harvest,Uniform,2 Tomatoes
42,184.0,35.0,Harvest,Uniform,2 Tomatoes
43,366.0,35.0,Harvest,Uniform,2 Tomatoes
44,0.0,35.0,Harvest,Uniform,2 Tomatoes
45,195.0,35.0,Harvest,Uniform,2 Tomatoes
46,25.0,35.0,Harvest,Uniform,2 Tomatoes
47,881.0,35.0,Harvest,Uniform,2 Tomatoes
48,0.0,35.0,Harvest,Uniform,2 Tomatoes
49,0.0,35.0,Harvest,Uniform,2 Tomatoes
0,37.0,36.0,Harvest,Uniform,2 Tomatoes
1,0.0,36.0,Harvest,Uniform,2 Tomatoes
2,297.0,36.0,Harvest,Uniform,2 Tomatoes
3,0.0,36.0,Harvest,Uniform,2 Tomatoes
4,120.0,36.0,Harvest,Uniform,2 Tomatoes
5,0.0,36.0,Harvest,Uniform,2 Tomatoes
6,219.0,36.0,Harvest,Uniform,2 Tomatoes
7,269.0,36.0,Harvest,Uniform,2 Tomatoes
8,49.0,36.0,Harvest,Uniform,2 Tomatoes
9,0.0,36.0,Harvest,Uniform,2 Tomatoes
10,3419.0,36.0,Harvest,Uniform,2 Tomatoes
11,58.0,36.0,Harvest,Uniform,2 Tomatoes
12,374.0,36.0,Harvest,Uniform,2 Tomatoes
13,420.0,36.0,Harvest,Uniform,2 Tomatoes
14,404.0,36.0,Harvest,Uniform,2 Tomatoes
15,332.0,36.0,Harvest,Uniform,2 Tomatoes
16,40.0,36.0,Harvest,Uniform,2 Tomatoes
17,0.0,36.0,Harvest,Uniform,2 Tomatoes
18,337.0,36.0,Harvest,Uniform,2 Tomatoes
19,999.0,36.0,Harvest,Uniform,2 Tomatoes
20,418.0,36.0,Harvest,Uniform,2 Tomatoes
21,1249.0,36.0,Harvest,Uniform,2 Tomatoes
22,178.0,36.0,Harvest,Uniform,2 Tomatoes
23,377.0,36.0,Harvest,Uniform,2 Tomatoes
24,984.0,36.0,Harvest,Uniform,2 Tomatoes
25,183.0,36.0,Harvest,Uniform,2 Tomatoes
26,32.0,36.0,Harvest,Uniform,2 Tomatoes
27,944.0,36.0,Harvest,Uniform,2 Tomatoes
28,278.0,36.0,Harvest,Uniform,2 Tomatoes
29,0.0,36.0,Harvest,Uniform,2 Tomatoes
30,63.0,36.0,Harvest,Uniform,2 Tomatoes
31,74.0,36.0,Harvest,Uniform,2 Tomatoes
32,361.0,36.0,Harvest,Uniform,2 Tomatoes
33,0.0,36.0,Harvest,Uniform,2 Tomatoes
34,1483.0,36.0,Harvest,Uniform,2 Tomatoes
35,37.0,36.0,Harvest,Uniform,2 Tomatoes
36,0.0,36.0,Harvest,Uniform,2 Tomatoes
37,77.0,36.0,Harvest,Uniform,2 Tomatoes
38,310.0,36.0,Harvest,Uniform,2 Tomatoes
39,312.0,36.0,Harvest,Uniform,2 Tomatoes
40,106.0,36.0,Harvest,Uniform,2 Tomatoes
41,0.0,36.0,Harvest,Uniform,2 Tomatoes
42,0.0,36.0,Harvest,Uniform,2 Tomatoes
43,374.0,36.0,Harvest,Uniform,2 Tomatoes
44,0.0,36.0,Harvest,Uniform,2 Tomatoes
45,540.0,36.0,Harvest,Uniform,2 Tomatoes
46,0.0,36.0,Harvest,Uniform,2 Tomatoes
47,96.0,36.0,Harvest,Uniform,2 Tomatoes
48,693.0,36.0,Harvest,Uniform,2 Tomatoes
49,1167.0,36.0,Harvest,Uniform,2 Tomatoes
0,450.0,37.0,Harvest,Uniform,2 Tomatoes
1,0.0,37.0,Harvest,Uniform,2 Tomatoes
2,147.0,37.0,Harvest,Uniform,2 Tomatoes
3,366.0,37.0,Harvest,Uniform,2 Tomatoes
4,0.0,37.0,Harvest,Uniform,2 Tomatoes
5,187.0,37.0,Harvest,Uniform,2 Tomatoes
6,29.0,37.0,Harvest,Uniform,2 Tomatoes
7,0.0,37.0,Harvest,Uniform,2 Tomatoes
8,0.0,37.0,Harvest,Uniform,2 Tomatoes
9,1702.0,37.0,Harvest,Uniform,2 Tomatoes
10,61.0,37.0,Harvest,Uniform,2 Tomatoes
11,68.0,37.0,Harvest,Uniform,2 Tomatoes
12,353.0,37.0,Harvest,Uniform,2 Tomatoes
13,438.0,37.0,Harvest,Uniform,2 Tomatoes
14,1476.0,37.0,Harvest,Uniform,2 Tomatoes
15,31.0,37.0,Harvest,Uniform,2 Tomatoes
16,155.0,37.0,Harvest,Uniform,2 Tomatoes
17,67.0,37.0,Harvest,Uniform,2 Tomatoes
18,290.0,37.0,Harvest,Uniform,2 Tomatoes
19,355.0,37.0,Harvest,Uniform,2 Tomatoes
20,127.0,37.0,Harvest,Uniform,2 Tomatoes
21,2979.0,37.0,Harvest,Uniform,2 Tomatoes
22,0.0,37.0,Harvest,Uniform,2 Tomatoes
23,395.0,37.0,Harvest,Uniform,2 Tomatoes
24,1313.0,37.0,Harvest,Uniform,2 Tomatoes
25,0.0,37.0,Harvest,Uniform,2 Tomatoes
26,1136.0,37.0,Harvest,Uniform,2 Tomatoes
27,97.0,37.0,Harvest,Uniform,2 Tomatoes
28,674.0,37.0,Harvest,Uniform,2 Tomatoes
29,1125.0,37.0,Harvest,Uniform,2 Tomatoes
30,639.0,37.0,Harvest,Uniform,2 Tomatoes
31,110.0,37.0,Harvest,Uniform,2 Tomatoes
32,97.0,37.0,Harvest,Uniform,2 Tomatoes
33,43.0,37.0,Harvest,Uniform,2 Tomatoes
34,48.0,37.0,Harvest,Uniform,2 Tomatoes
35,331.0,37.0,Harvest,Uniform,2 Tomatoes
36,28.0,37.0,Harvest,Uniform,2 Tomatoes
37,54.0,37.0,Harvest,Uniform,2 Tomatoes
38,99.0,37.0,Harvest,Uniform,2 Tomatoes
39,540.0,37.0,Harvest,Uniform,2 Tomatoes
40,538.0,37.0,Harvest,Uniform,2 Tomatoes
41,0.0,37.0,Harvest,Uniform,2 Tomatoes
42,522.0,37.0,Harvest,Uniform,2 Tomatoes
43,132.0,37.0,Harvest,Uniform,2 Tomatoes
44,39.0,37.0,Harvest,Uniform,2 Tomatoes
45,118.0,37.0,Harvest,Uniform,2 Tomatoes
46,0.0,37.0,Harvest,Uniform,2 Tomatoes
47,61.0,37.0,Harvest,Uniform,2 Tomatoes
48,0.0,37.0,Harvest,Uniform,2 Tomatoes
49,1684.0,37.0,Harvest,Uniform,2 Tomatoes
0,126.0,38.0,Harvest,Uniform,2 Tomatoes
1,0.0,38.0,Harvest,Uniform,2 Tomatoes
2,2111.0,38.0,Harvest,Uniform,2 Tomatoes
3,418.0,38.0,Harvest,Uniform,2 Tomatoes
4,1358.0,38.0,Harvest,Uniform,2 Tomatoes
5,523.0,38.0,Harvest,Uniform,2 Tomatoes
6,0.0,38.0,Harvest,Uniform,2 Tomatoes
7,97.0,38.0,Harvest,Uniform,2 Tomatoes
8,685.0,38.0,Harvest,Uniform,2 Tomatoes
9,1097.0,38.0,Harvest,Uniform,2 Tomatoes
10,650.0,38.0,Harvest,Uniform,2 Tomatoes
11,73.0,38.0,Harvest,Uniform,2 Tomatoes
12,85.0,38.0,Harvest,Uniform,2 Tomatoes
13,38.0,38.0,Harvest,Uniform,2 Tomatoes
14,71.0,38.0,Harvest,Uniform,2 Tomatoes
15,364.0,38.0,Harvest,Uniform,2 Tomatoes
16,33.0,38.0,Harvest,Uniform,2 Tomatoes
17,58.0,38.0,Harvest,Uniform,2 Tomatoes
18,67.0,38.0,Harvest,Uniform,2 Tomatoes
19,522.0,38.0,Harvest,Uniform,2 Tomatoes
20,491.0,38.0,Harvest,Uniform,2 Tomatoes
21,1365.0,38.0,Harvest,Uniform,2 Tomatoes
22,516.0,38.0,Harvest,Uniform,2 Tomatoes
23,128.0,38.0,Harvest,Uniform,2 Tomatoes
24,44.0,38.0,Harvest,Uniform,2 Tomatoes
25,74.0,38.0,Harvest,Uniform,2 Tomatoes
26,783.0,38.0,Harvest,Uniform,2 Tomatoes
27,70.0,38.0,Harvest,Uniform,2 Tomatoes
28,0.0,38.0,Harvest,Uniform,2 Tomatoes
29,1844.0,38.0,Harvest,Uniform,2 Tomatoes
30,63.0,38.0,Harvest,Uniform,2 Tomatoes
31,0.0,38.0,Harvest,Uniform,2 Tomatoes
32,0.0,38.0,Harvest,Uniform,2 Tomatoes
33,53.0,38.0,Harvest,Uniform,2 Tomatoes
34,16.0,38.0,Harvest,Uniform,2 Tomatoes
35,133.0,38.0,Harvest,Uniform,2 Tomatoes
36,654.0,38.0,Harvest,Uniform,2 Tomatoes
37,0.0,38.0,Harvest,Uniform,2 Tomatoes
38,69.0,38.0,Harvest,Uniform,2 Tomatoes
39,489.0,38.0,Harvest,Uniform,2 Tomatoes
40,134.0,38.0,Harvest,Uniform,2 Tomatoes
41,447.0,38.0,Harvest,Uniform,2 Tomatoes
42,0.0,38.0,Harvest,Uniform,2 Tomatoes
43,1579.0,38.0,Harvest,Uniform,2 Tomatoes
44,679.0,38.0,Harvest,Uniform,2 Tomatoes
45,526.0,38.0,Harvest,Uniform,2 Tomatoes
46,80.0,38.0,Harvest,Uniform,2 Tomatoes
47,0.0,38.0,Harvest,Uniform,2 Tomatoes
48,541.0,38.0,Harvest,Uniform,2 Tomatoes
49,277.0,38.0,Harvest,Uniform,2 Tomatoes
0,472.0,39.0,Harvest,Uniform,2 Tomatoes
1,1257.0,39.0,Harvest,Uniform,2 Tomatoes
2,454.0,39.0,Harvest,Uniform,2 Tomatoes
3,119.0,39.0,Harvest,Uniform,2 Tomatoes
4,43.0,39.0,Harvest,Uniform,2 Tomatoes
5,88.0,39.0,Harvest,Uniform,2 Tomatoes
6,765.0,39.0,Harvest,Uniform,2 Tomatoes
7,60.0,39.0,Harvest,Uniform,2 Tomatoes
8,710.0,39.0,Harvest,Uniform,2 Tomatoes
9,1889.0,39.0,Harvest,Uniform,2 Tomatoes
10,57.0,39.0,Harvest,Uniform,2 Tomatoes
11,0.0,39.0,Harvest,Uniform,2 Tomatoes
12,1251.0,39.0,Harvest,Uniform,2 Tomatoes
13,74.0,39.0,Harvest,Uniform,2 Tomatoes
14,18.0,39.0,Harvest,Uniform,2 Tomatoes
15,136.0,39.0,Harvest,Uniform,2 Tomatoes
16,666.0,39.0,Harvest,Uniform,2 Tomatoes
17,431.0,39.0,Harvest,Uniform,2 Tomatoes
18,87.0,39.0,Harvest,Uniform,2 Tomatoes
19,473.0,39.0,Harvest,Uniform,2 Tomatoes
20,118.0,39.0,Harvest,Uniform,2 Tomatoes
21,393.0,39.0,Harvest,Uniform,2 Tomatoes
22,85.0,39.0,Harvest,Uniform,2 Tomatoes
23,1638.0,39.0,Harvest,Uniform,2 Tomatoes
24,676.0,39.0,Harvest,Uniform,2 Tomatoes
25,0.0,39.0,Harvest,Uniform,2 Tomatoes
26,81.0,39.0,Harvest,Uniform,2 Tomatoes
27,0.0,39.0,Harvest,Uniform,2 Tomatoes
28,518.0,39.0,Harvest,Uniform,2 Tomatoes
29,267.0,39.0,Harvest,Uniform,2 Tomatoes
30,163.0,39.0,Harvest,Uniform,2 Tomatoes
31,51.0,39.0,Harvest,Uniform,2 Tomatoes
32,29.0,39.0,Harvest,Uniform,2 Tomatoes
33,341.0,39.0,Harvest,Uniform,2 Tomatoes
34,30.0,39.0,Harvest,Uniform,2 Tomatoes
35,646.0,39.0,Harvest,Uniform,2 Tomatoes
36,736.0,39.0,Harvest,Uniform,2 Tomatoes
37,800.0,39.0,Harvest,Uniform,2 Tomatoes
38,163.0,39.0,Harvest,Uniform,2 Tomatoes
39,72.0,39.0,Harvest,Uniform,2 Tomatoes
40,364.0,39.0,Harvest,Uniform,2 Tomatoes
41,192.0,39.0,Harvest,Uniform,2 Tomatoes
42,626.0,39.0,Harvest,Uniform,2 Tomatoes
43,65.0,39.0,Harvest,Uniform,2 Tomatoes
44,1283.0,39.0,Harvest,Uniform,2 Tomatoes
45,116.0,39.0,Harvest,Uniform,2 Tomatoes
46,234.0,39.0,Harvest,Uniform,2 Tomatoes
47,0.0,39.0,Harvest,Uniform,2 Tomatoes
48,69.0,39.0,Harvest,Uniform,2 Tomatoes
49,55.0,39.0,Harvest,Uniform,2 Tomatoes
0,112.0,40.0,Harvest,Uniform,2 Tomatoes
1,402.0,40.0,Harvest,Uniform,2 Tomatoes
2,100.0,40.0,Harvest,Uniform,2 Tomatoes
3,1553.0,40.0,Harvest,Uniform,2 Tomatoes
4,684.0,40.0,Harvest,Uniform,2 Tomatoes
5,492.0,40.0,Harvest,Uniform,2 Tomatoes
6,93.0,40.0,Harvest,Uniform,2 Tomatoes
7,0.0,40.0,Harvest,Uniform,2 Tomatoes
8,0.0,40.0,Harvest,Uniform,2 Tomatoes
9,282.0,40.0,Harvest,Uniform,2 Tomatoes
10,178.0,40.0,Harvest,Uniform,2 Tomatoes
11,56.0,40.0,Harvest,Uniform,2 Tomatoes
12,23.0,40.0,Harvest,Uniform,2 Tomatoes
13,354.0,40.0,Harvest,Uniform,2 Tomatoes
14,27.0,40.0,Harvest,Uniform,2 Tomatoes
15,0.0,40.0,Harvest,Uniform,2 Tomatoes
16,694.0,40.0,Harvest,Uniform,2 Tomatoes
17,775.0,40.0,Harvest,Uniform,2 Tomatoes
18,154.0,40.0,Harvest,Uniform,2 Tomatoes
19,55.0,40.0,Harvest,Uniform,2 Tomatoes
20,354.0,40.0,Harvest,Uniform,2 Tomatoes
21,206.0,40.0,Harvest,Uniform,2 Tomatoes
22,599.0,40.0,Harvest,Uniform,2 Tomatoes
23,69.0,40.0,Harvest,Uniform,2 Tomatoes
24,0.0,40.0,Harvest,Uniform,2 Tomatoes
25,87.0,40.0,Harvest,Uniform,2 Tomatoes
26,228.0,40.0,Harvest,Uniform,2 Tomatoes
27,0.0,40.0,Harvest,Uniform,2 Tomatoes
28,55.0,40.0,Harvest,Uniform,2 Tomatoes
29,40.0,40.0,Harvest,Uniform,2 Tomatoes
30,118.0,40.0,Harvest,Uniform,2 Tomatoes
31,510.0,40.0,Harvest,Uniform,2 Tomatoes
32,444.0,40.0,Harvest,Uniform,2 Tomatoes
33,0.0,40.0,Harvest,Uniform,2 Tomatoes
34,96.0,40.0,Harvest,Uniform,2 Tomatoes
35,43.0,40.0,Harvest,Uniform,2 Tomatoes
36,274.0,40.0,Harvest,Uniform,2 Tomatoes
37,531.0,40.0,Harvest,Uniform,2 Tomatoes
38,117.0,40.0,Harvest,Uniform,2 Tomatoes
39,224.0,40.0,Harvest,Uniform,2 Tomatoes
40,351.0,40.0,Harvest,Uniform,2 Tomatoes
41,31.0,40.0,Harvest,Uniform,2 Tomatoes
42,64.0,40.0,Harvest,Uniform,2 Tomatoes
43,43.0,40.0,Harvest,Uniform,2 Tomatoes
44,292.0,40.0,Harvest,Uniform,2 Tomatoes
45,307.0,40.0,Harvest,Uniform,2 Tomatoes
46,341.0,40.0,Harvest,Uniform,2 Tomatoes
47,32.0,40.0,Harvest,Uniform,2 Tomatoes
48,511.0,40.0,Harvest,Uniform,2 Tomatoes
49,2470.0,40.0,Harvest,Uniform,2 Tomatoes
0,345.0,41.0,Harvest,Uniform,2 Tomatoes
1,206.0,41.0,Harvest,Uniform,2 Tomatoes
2,640.0,41.0,Harvest,Uniform,2 Tomatoes
3,78.0,41.0,Harvest,Uniform,2 Tomatoes
4,0.0,41.0,Harvest,Uniform,2 Tomatoes
5,98.0,41.0,Harvest,Uniform,2 Tomatoes
6,251.0,41.0,Harvest,Uniform,2 Tomatoes
7,1550.0,41.0,Harvest,Uniform,2 Tomatoes
8,64.0,41.0,Harvest,Uniform,2 Tomatoes
9,43.0,41.0,Harvest,Uniform,2 Tomatoes
10,110.0,41.0,Harvest,Uniform,2 Tomatoes
11,0.0,41.0,Harvest,Uniform,2 Tomatoes
12,488.0,41.0,Harvest,Uniform,2 Tomatoes
13,884.0,41.0,Harvest,Uniform,2 Tomatoes
14,103.0,41.0,Harvest,Uniform,2 Tomatoes
15,49.0,41.0,Harvest,Uniform,2 Tomatoes
