,variable,value,Type,Mass,Cont
0,Power_Pick_1,0.23,Preharvest,20 Tomatoes,100%
1,Power_Pick_1,0.22,Preharvest,20 Tomatoes,100%
2,Power_Pick_1,0.19,Preharvest,20 Tomatoes,100%
3,Power_Pick_1,0.22,Preharvest,20 Tomatoes,100%
4,Power_Pick_1,0.21,Preharvest,20 Tomatoes,100%
5,Power_Pick_1,0.3,Preharvest,20 Tomatoes,100%
6,Power_Pick_1,0.19,Preharvest,20 Tomatoes,100%
7,Power_Pick_1,0.13,Preharvest,20 Tomatoes,100%
8,Power_Pick_1,0.13,Preharvest,20 Tomatoes,100%
9,Power_Pick_1,0.24,Preharvest,20 Tomatoes,100%
10,Power_Pick_2,0.21,Preharvest,20 Tomatoes,100%
11,Power_Pick_2,0.3,Preharvest,20 Tomatoes,100%
12,Power_Pick_2,0.26,Preharvest,20 Tomatoes,100%
13,Power_Pick_2,0.21,Preharvest,20 Tomatoes,100%
14,Power_Pick_2,0.29,Preharvest,20 Tomatoes,100%
15,Power_Pick_2,0.25,Preharvest,20 Tomatoes,100%
16,Power_Pick_2,0.24,Preharvest,20 Tomatoes,100%
17,Power_Pick_2,0.28,Preharvest,20 Tomatoes,100%
18,Power_Pick_2,0.32,Preharvest,20 Tomatoes,100%
19,Power_Pick_2,0.22,Preharvest,20 Tomatoes,100%
20,Power_Pick_3,0.21,Preharvest,20 Tomatoes,100%
21,Power_Pick_3,0.23,Preharvest,20 Tomatoes,100%
22,Power_Pick_3,0.23,Preharvest,20 Tomatoes,100%
23,Power_Pick_3,0.29,Preharvest,20 Tomatoes,100%
24,Power_Pick_3,0.15,Preharvest,20 Tomatoes,100%
25,Power_Pick_3,0.13,Preharvest,20 Tomatoes,100%
26,Power_Pick_3,0.26,Preharvest,20 Tomatoes,100%
27,Power_Pick_3,0.23,Preharvest,20 Tomatoes,100%
28,Power_Pick_3,0.27,Preharvest,20 Tomatoes,100%
29,Power_Pick_3,0.22,Preharvest,20 Tomatoes,100%
0,Power_Pick_1,0.33,Preharvest,60 Tomatoes,100%
1,Power_Pick_1,0.22,Preharvest,60 Tomatoes,100%
2,Power_Pick_1,0.24,Preharvest,60 Tomatoes,100%
3,Power_Pick_1,0.24,Preharvest,60 Tomatoes,100%
4,Power_Pick_1,0.27,Preharvest,60 Tomatoes,100%
5,Power_Pick_1,0.32,Preharvest,60 Tomatoes,100%
6,Power_Pick_1,0.21,Preharvest,60 Tomatoes,100%
7,Power_Pick_1,0.18,Preharvest,60 Tomatoes,100%
8,Power_Pick_1,0.14,Preharvest,60 Tomatoes,100%
9,Power_Pick_1,0.28,Preharvest,60 Tomatoes,100%
10,Power_Pick_2,0.25,Preharvest,60 Tomatoes,100%
11,Power_Pick_2,0.37,Preharvest,60 Tomatoes,100%
12,Power_Pick_2,0.3,Preharvest,60 Tomatoes,100%
13,Power_Pick_2,0.3,Preharvest,60 Tomatoes,100%
14,Power_Pick_2,0.33,Preharvest,60 Tomatoes,100%
15,Power_Pick_2,0.35,Preharvest,60 Tomatoes,100%
16,Power_Pick_2,0.32,Preharvest,60 Tomatoes,100%
17,Power_Pick_2,0.33,Preharvest,60 Tomatoes,100%
18,Power_Pick_2,0.36,Preharvest,60 Tomatoes,100%
19,Power_Pick_2,0.29,Preharvest,60 Tomatoes,100%
20,Power_Pick_3,0.29,Preharvest,60 Tomatoes,100%
21,Power_Pick_3,0.26,Preharvest,60 Tomatoes,100%
22,Power_Pick_3,0.27,Preharvest,60 Tomatoes,100%
23,Power_Pick_3,0.38,Preharvest,60 Tomatoes,100%
24,Power_Pick_3,0.22,Preharvest,60 Tomatoes,100%
25,Power_Pick_3,0.24,Preharvest,60 Tomatoes,100%
26,Power_Pick_3,0.32,Preharvest,60 Tomatoes,100%
27,Power_Pick_3,0.37,Preharvest,60 Tomatoes,100%
28,Power_Pick_3,0.37,Preharvest,60 Tomatoes,100%
29,Power_Pick_3,0.32,Preharvest,60 Tomatoes,100%
0,Power_Pick_1,0.08,Preharvest,20 Tomato Mash,100%
1,Power_Pick_1,0.11,Preharvest,20 Tomato Mash,100%
2,Power_Pick_1,0.06,Preharvest,20 Tomato Mash,100%
3,Power_Pick_1,0.07,Preharvest,20 Tomato Mash,100%
4,Power_Pick_1,0.09,Preharvest,20 Tomato Mash,100%
5,Power_Pick_1,0.11,Preharvest,20 Tomato Mash,100%
6,Power_Pick_1,0.07,Preharvest,20 Tomato Mash,100%
7,Power_Pick_1,0.04,Preharvest,20 Tomato Mash,100%
8,Power_Pick_1,0.03,Preharvest,20 Tomato Mash,100%
9,Power_Pick_1,0.08,Preharvest,20 Tomato Mash,100%
10,Power_Pick_2,0.04,Preharvest,20 Tomato Mash,100%
11,Power_Pick_2,0.1,Preharvest,20 Tomato Mash,100%
12,Power_Pick_2,0.1,Preharvest,20 Tomato Mash,100%
13,Power_Pick_2,0.07,Preharvest,20 Tomato Mash,100%
14,Power_Pick_2,0.11,Preharvest,20 Tomato Mash,100%
15,Power_Pick_2,0.13,Preharvest,20 Tomato Mash,100%
16,Power_Pick_2,0.08,Preharvest,20 Tomato Mash,100%
17,Power_Pick_2,0.11,Preharvest,20 Tomato Mash,100%
18,Power_Pick_2,0.12,Preharvest,20 Tomato Mash,100%
19,Power_Pick_2,0.07,Preharvest,20 Tomato Mash,100%
20,Power_Pick_3,0.05,Preharvest,20 Tomato Mash,100%
21,Power_Pick_3,0.08,Preharvest,20 Tomato Mash,100%
22,Power_Pick_3,0.06,Preharvest,20 Tomato Mash,100%
23,Power_Pick_3,0.08,Preharvest,20 Tomato Mash,100%
24,Power_Pick_3,0.06,Preharvest,20 Tomato Mash,100%
25,Power_Pick_3,0.05,Preharvest,20 Tomato Mash,100%
26,Power_Pick_3,0.11,Preharvest,20 Tomato Mash,100%
27,Power_Pick_3,0.04,Preharvest,20 Tomato Mash,100%
28,Power_Pick_3,0.05,Preharvest,20 Tomato Mash,100%
29,Power_Pick_3,0.06,Preharvest,20 Tomato Mash,100%
0,Power_Pick_1,0.16,Preharvest,60 Tomato Mash,100%
1,Power_Pick_1,0.13,Preharvest,60 Tomato Mash,100%
2,Power_Pick_1,0.14,Preharvest,60 Tomato Mash,100%
3,Power_Pick_1,0.14,Preharvest,60 Tomato Mash,100%
4,Power_Pick_1,0.22,Preharvest,60 Tomato Mash,100%
5,Power_Pick_1,0.22,Preharvest,60 Tomato Mash,100%
6,Power_Pick_1,0.14,Preharvest,60 Tomato Mash,100%
7,Power_Pick_1,0.13,Preharvest,60 Tomato Mash,100%
8,Power_Pick_1,0.08,Preharvest,60 Tomato Mash,100%
9,Power_Pick_1,0.18,Preharvest,60 Tomato Mash,100%
10,Power_Pick_2,0.2,Preharvest,60 Tomato Mash,100%
11,Power_Pick_2,0.21,Preharvest,60 Tomato Mash,100%
12,Power_Pick_2,0.2,Preharvest,60 Tomato Mash,100%
13,Power_Pick_2,0.1,Preharvest,60 Tomato Mash,100%
14,Power_Pick_2,0.2,Preharvest,60 Tomato Mash,100%
15,Power_Pick_2,0.19,Preharvest,60 Tomato Mash,100%
16,Power_Pick_2,0.18,Preharvest,60 Tomato Mash,100%
17,Power_Pick_2,0.2,Preharvest,60 Tomato Mash,100%
18,Power_Pick_2,0.25,Preharvest,60 Tomato Mash,100%
19,Power_Pick_2,0.16,Preharvest,60 Tomato Mash,100%
20,Power_Pick_3,0.16,Preharvest,60 Tomato Mash,100%
21,Power_Pick_3,0.18,Preharvest,60 Tomato Mash,100%
22,Power_Pick_3,0.22,Preharvest,60 Tomato Mash,100%
23,Power_Pick_3,0.15,Preharvest,60 Tomato Mash,100%
24,Power_Pick_3,0.13,Preharvest,60 Tomato Mash,100%
25,Power_Pick_3,0.11,Preharvest,60 Tomato Mash,100%
26,Power_Pick_3,0.22,Preharvest,60 Tomato Mash,100%
27,Power_Pick_3,0.15,Preharvest,60 Tomato Mash,100%
28,Power_Pick_3,0.17,Preharvest,60 Tomato Mash,100%
29,Power_Pick_3,0.18,Preharvest,60 Tomato Mash,100%
0,Power_Pick_1,0.04,Harvest,2 Tomatoes,100%
1,Power_Pick_1,0.06,Harvest,2 Tomatoes,100%
2,Power_Pick_1,0.07,Harvest,2 Tomatoes,100%
3,Power_Pick_1,0.05,Harvest,2 Tomatoes,100%
4,Power_Pick_1,0.06,Harvest,2 Tomatoes,100%
5,Power_Pick_1,0.06,Harvest,2 Tomatoes,100%
6,Power_Pick_1,0.04,Harvest,2 Tomatoes,100%
7,Power_Pick_1,0.07,Harvest,2 Tomatoes,100%
8,Power_Pick_1,0.06,Harvest,2 Tomatoes,100%
9,Power_Pick_1,0.05,Harvest,2 Tomatoes,100%
10,Power_Pick_2,0.08,Harvest,2 Tomatoes,100%
11,Power_Pick_2,0.03,Harvest,2 Tomatoes,100%
12,Power_Pick_2,0.08,Harvest,2 Tomatoes,100%
13,Power_Pick_2,0.07,Harvest,2 Tomatoes,100%
14,Power_Pick_2,0.11,Harvest,2 Tomatoes,100%
15,Power_Pick_2,0.09,Harvest,2 Tomatoes,100%
16,Power_Pick_2,0.11,Harvest,2 Tomatoes,100%
17,Power_Pick_2,0.09,Harvest,2 Tomatoes,100%
18,Power_Pick_2,0.11,Harvest,2 Tomatoes,100%
19,Power_Pick_2,0.06,Harvest,2 Tomatoes,100%
20,Power_Pick_3,0.04,Harvest,2 Tomatoes,100%
21,Power_Pick_3,0.07,Harvest,2 Tomatoes,100%
22,Power_Pick_3,0.07,Harvest,2 Tomatoes,100%
23,Power_Pick_3,0.04,Harvest,2 Tomatoes,100%
24,Power_Pick_3,0.09,Harvest,2 Tomatoes,100%
25,Power_Pick_3,0.01,Harvest,2 Tomatoes,100%
26,Power_Pick_3,0.08,Harvest,2 Tomatoes,100%
27,Power_Pick_3,0.08,Harvest,2 Tomatoes,100%
28,Power_Pick_3,0.01,Harvest,2 Tomatoes,100%
29,Power_Pick_3,0.03,Harvest,2 Tomatoes,100%
0,Power_Pick_1,0.12,Harvest,6 Tomatoes,100%
1,Power_Pick_1,0.13,Harvest,6 Tomatoes,100%
2,Power_Pick_1,0.07,Harvest,6 Tomatoes,100%
3,Power_Pick_1,0.15,Harvest,6 Tomatoes,100%
4,Power_Pick_1,0.14,Harvest,6 Tomatoes,100%
5,Power_Pick_1,0.13,Harvest,6 Tomatoes,100%
6,Power_Pick_1,0.1,Harvest,6 Tomatoes,100%
7,Power_Pick_1,0.1,Harvest,6 Tomatoes,100%
8,Power_Pick_1,0.04,Harvest,6 Tomatoes,100%
9,Power_Pick_1,0.12,Harvest,6 Tomatoes,100%
10,Power_Pick_2,0.14,Harvest,6 Tomatoes,100%
11,Power_Pick_2,0.17,Harvest,6 Tomatoes,100%
12,Power_Pick_2,0.12,Harvest,6 Tomatoes,100%
13,Power_Pick_2,0.07,Harvest,6 Tomatoes,100%
14,Power_Pick_2,0.15,Harvest,6 Tomatoes,100%
15,Power_Pick_2,0.16,Harvest,6 Tomatoes,100%
16,Power_Pick_2,0.19,Harvest,6 Tomatoes,100%
17,Power_Pick_2,0.11,Harvest,6 Tomatoes,100%
18,Power_Pick_2,0.17,Harvest,6 Tomatoes,100%
19,Power_Pick_2,0.14,Harvest,6 Tomatoes,100%
20,Power_Pick_3,0.14,Harvest,6 Tomatoes,100%
21,Power_Pick_3,0.11,Harvest,6 Tomatoes,100%
22,Power_Pick_3,0.13,Harvest,6 Tomatoes,100%
23,Power_Pick_3,0.16,Harvest,6 Tomatoes,100%
24,Power_Pick_3,0.11,Harvest,6 Tomatoes,100%
25,Power_Pick_3,0.1,Harvest,6 Tomatoes,100%
26,Power_Pick_3,0.17,Harvest,6 Tomatoes,100%
27,Power_Pick_3,0.14,Harvest,6 Tomatoes,100%
28,Power_Pick_3,0.19,Harvest,6 Tomatoes,100%
29,Power_Pick_3,0.14,Harvest,6 Tomatoes,100%
0,Power_Pick_1,0.25,Harvest,20 Tomatoes,100%
1,Power_Pick_1,0.25,Harvest,20 Tomatoes,100%
2,Power_Pick_1,0.29,Harvest,20 Tomatoes,100%
3,Power_Pick_1,0.21,Harvest,20 Tomatoes,100%
4,Power_Pick_1,0.21,Harvest,20 Tomatoes,100%
5,Power_Pick_1,0.25,Harvest,20 Tomatoes,100%
6,Power_Pick_1,0.16,Harvest,20 Tomatoes,100%
7,Power_Pick_1,0.17,Harvest,20 Tomatoes,100%
8,Power_Pick_1,0.14,Harvest,20 Tomatoes,100%
9,Power_Pick_1,0.27,Harvest,20 Tomatoes,100%
10,Power_Pick_2,0.26,Harvest,20 Tomatoes,100%
11,Power_Pick_2,0.2,Harvest,20 Tomatoes,100%
12,Power_Pick_2,0.19,Harvest,20 Tomatoes,100%
13,Power_Pick_2,0.25,Harvest,20 Tomatoes,100%
14,Power_Pick_2,0.26,Harvest,20 Tomatoes,100%
15,Power_Pick_2,0.27,Harvest,20 Tomatoes,100%
16,Power_Pick_2,0.25,Harvest,20 Tomatoes,100%
17,Power_Pick_2,0.29,Harvest,20 Tomatoes,100%
18,Power_Pick_2,0.3,Harvest,20 Tomatoes,100%
19,Power_Pick_2,0.25,Harvest,20 Tomatoes,100%
20,Power_Pick_3,0.19,Harvest,20 Tomatoes,100%
21,Power_Pick_3,0.23,Harvest,20 Tomatoes,100%
22,Power_Pick_3,0.27,Harvest,20 Tomatoes,100%
23,Power_Pick_3,0.18,Harvest,20 Tomatoes,100%
24,Power_Pick_3,0.16,Harvest,20 Tomatoes,100%
25,Power_Pick_3,0.15,Harvest,20 Tomatoes,100%
26,Power_Pick_3,0.27,Harvest,20 Tomatoes,100%
27,Power_Pick_3,0.25,Harvest,20 Tomatoes,100%
28,Power_Pick_3,0.27,Harvest,20 Tomatoes,100%
29,Power_Pick_3,0.24,Harvest,20 Tomatoes,100%
0,Power_Pick_1,0.3,Harvest,60 Tomatoes,100%
1,Power_Pick_1,0.31,Harvest,60 Tomatoes,100%
2,Power_Pick_1,0.32,Harvest,60 Tomatoes,100%
3,Power_Pick_1,0.25,Harvest,60 Tomatoes,100%
4,Power_Pick_1,0.3,Harvest,60 Tomatoes,100%
5,Power_Pick_1,0.36,Harvest,60 Tomatoes,100%
6,Power_Pick_1,0.21,Harvest,60 Tomatoes,100%
7,Power_Pick_1,0.23,Harvest,60 Tomatoes,100%
8,Power_Pick_1,0.22,Harvest,60 Tomatoes,100%
9,Power_Pick_1,0.3,Harvest,60 Tomatoes,100%
10,Power_Pick_2,0.33,Harvest,60 Tomatoes,100%
11,Power_Pick_2,0.34,Harvest,60 Tomatoes,100%
12,Power_Pick_2,0.25,Harvest,60 Tomatoes,100%
13,Power_Pick_2,0.31,Harvest,60 Tomatoes,100%
14,Power_Pick_2,0.32,Harvest,60 Tomatoes,100%
15,Power_Pick_2,0.34,Harvest,60 Tomatoes,100%
16,Power_Pick_2,0.36,Harvest,60 Tomatoes,100%
17,Power_Pick_2,0.39,Harvest,60 Tomatoes,100%
18,Power_Pick_2,0.4,Harvest,60 Tomatoes,100%
19,Power_Pick_2,0.25,Harvest,60 Tomatoes,100%
20,Power_Pick_3,0.27,Harvest,60 Tomatoes,100%
21,Power_Pick_3,0.31,Harvest,60 Tomatoes,100%
22,Power_Pick_3,0.32,Harvest,60 Tomatoes,100%
23,Power_Pick_3,0.31,Harvest,60 Tomatoes,100%
24,Power_Pick_3,0.28,Harvest,60 Tomatoes,100%
25,Power_Pick_3,0.19,Harvest,60 Tomatoes,100%
26,Power_Pick_3,0.31,Harvest,60 Tomatoes,100%
27,Power_Pick_3,0.27,Harvest,60 Tomatoes,100%
28,Power_Pick_3,0.33,Harvest,60 Tomatoes,100%
29,Power_Pick_3,0.26,Harvest,60 Tomatoes,100%
0,Power_Pick_1,0.04,Harvest,20 Tomato Mash,100%
1,Power_Pick_1,0.08,Harvest,20 Tomato Mash,100%
2,Power_Pick_1,0.12,Harvest,20 Tomato Mash,100%
3,Power_Pick_1,0.06,Harvest,20 Tomato Mash,100%
4,Power_Pick_1,0.07,Harvest,20 Tomato Mash,100%
5,Power_Pick_1,0.07,Harvest,20 Tomato Mash,100%
6,Power_Pick_1,0.07,Harvest,20 Tomato Mash,100%
7,Power_Pick_1,0.07,Harvest,20 Tomato Mash,100%
8,Power_Pick_1,0.07,Harvest,20 Tomato Mash,100%
9,Power_Pick_1,0.07,Harvest,20 Tomato Mash,100%
10,Power_Pick_2,0.08,Harvest,20 Tomato Mash,100%
11,Power_Pick_2,0.09,Harvest,20 Tomato Mash,100%
12,Power_Pick_2,0.11,Harvest,20 Tomato Mash,100%
13,Power_Pick_2,0.07,Harvest,20 Tomato Mash,100%
14,Power_Pick_2,0.07,Harvest,20 Tomato Mash,100%
15,Power_Pick_2,0.11,Harvest,20 Tomato Mash,100%
16,Power_Pick_2,0.04,Harvest,20 Tomato Mash,100%
17,Power_Pick_2,0.17,Harvest,20 Tomato Mash,100%
18,Power_Pick_2,0.08,Harvest,20 Tomato Mash,100%
19,Power_Pick_2,0.08,Harvest,20 Tomato Mash,100%
20,Power_Pick_3,0.04,Harvest,20 Tomato Mash,100%
21,Power_Pick_3,0.1,Harvest,20 Tomato Mash,100%
22,Power_Pick_3,0.07,Harvest,20 Tomato Mash,100%
23,Power_Pick_3,0.09,Harvest,20 Tomato Mash,100%
24,Power_Pick_3,0.11,Harvest,20 Tomato Mash,100%
25,Power_Pick_3,0.05,Harvest,20 Tomato Mash,100%
26,Power_Pick_3,0.08,Harvest,20 Tomato Mash,100%
27,Power_Pick_3,0.04,Harvest,20 Tomato Mash,100%
28,Power_Pick_3,0.07,Harvest,20 Tomato Mash,100%
29,Power_Pick_3,0.07,Harvest,20 Tomato Mash,100%
0,Power_Pick_1,0.09,Harvest,60 Tomato Mash,100%
1,Power_Pick_1,0.17,Harvest,60 Tomato Mash,100%
2,Power_Pick_1,0.19,Harvest,60 Tomato Mash,100%
3,Power_Pick_1,0.16,Harvest,60 Tomato Mash,100%
4,Power_Pick_1,0.17,Harvest,60 Tomato Mash,100%
5,Power_Pick_1,0.2,Harvest,60 Tomato Mash,100%
6,Power_Pick_1,0.08,Harvest,60 Tomato Mash,100%
7,Power_Pick_1,0.15,Harvest,60 Tomato Mash,100%
8,Power_Pick_1,0.11,Harvest,60 Tomato Mash,100%
9,Power_Pick_1,0.23,Harvest,60 Tomato Mash,100%
10,Power_Pick_2,0.19,Harvest,60 Tomato Mash,100%
11,Power_Pick_2,0.19,Harvest,60 Tomato Mash,100%
12,Power_Pick_2,0.16,Harvest,60 Tomato Mash,100%
13,Power_Pick_2,0.17,Harvest,60 Tomato Mash,100%
14,Power_Pick_2,0.21,Harvest,60 Tomato Mash,100%
15,Power_Pick_2,0.21,Harvest,60 Tomato Mash,100%
16,Power_Pick_2,0.24,Harvest,60 Tomato Mash,100%
17,Power_Pick_2,0.18,Harvest,60 Tomato Mash,100%
18,Power_Pick_2,0.25,Harvest,60 Tomato Mash,100%
19,Power_Pick_2,0.17,Harvest,60 Tomato Mash,100%
20,Power_Pick_3,0.16,Harvest,60 Tomato Mash,100%
21,Power_Pick_3,0.18,Harvest,60 Tomato Mash,100%
22,Power_Pick_3,0.25,Harvest,60 Tomato Mash,100%
23,Power_Pick_3,0.12,Harvest,60 Tomato Mash,100%
24,Power_Pick_3,0.18,Harvest,60 Tomato Mash,100%
25,Power_Pick_3,0.09,Harvest,60 Tomato Mash,100%
26,Power_Pick_3,0.19,Harvest,60 Tomato Mash,100%
27,Power_Pick_3,0.14,Harvest,60 Tomato Mash,100%
28,Power_Pick_3,0.15,Harvest,60 Tomato Mash,100%
29,Power_Pick_3,0.17,Harvest,60 Tomato Mash,100%
0,Power_Pick_1,0.04,Receiving,2 Tomatoes,100%
1,Power_Pick_1,0.07,Receiving,2 Tomatoes,100%
2,Power_Pick_1,0.03,Receiving,2 Tomatoes,100%
3,Power_Pick_1,0.06,Receiving,2 Tomatoes,100%
4,Power_Pick_1,0.05,Receiving,2 Tomatoes,100%
5,Power_Pick_1,0.06,Receiving,2 Tomatoes,100%
6,Power_Pick_1,0.04,Receiving,2 Tomatoes,100%
7,Power_Pick_1,0.05,Receiving,2 Tomatoes,100%
8,Power_Pick_1,0.07,Receiving,2 Tomatoes,100%
9,Power_Pick_1,0.06,Receiving,2 Tomatoes,100%
10,Power_Pick_2,0.05,Receiving,2 Tomatoes,100%
11,Power_Pick_2,0.04,Receiving,2 Tomatoes,100%
12,Power_Pick_2,0.05,Receiving,2 Tomatoes,100%
13,Power_Pick_2,0.07,Receiving,2 Tomatoes,100%
14,Power_Pick_2,0.07,Receiving,2 Tomatoes,100%
15,Power_Pick_2,0.09,Receiving,2 Tomatoes,100%
16,Power_Pick_2,0.07,Receiving,2 Tomatoes,100%
17,Power_Pick_2,0.07,Receiving,2 Tomatoes,100%
18,Power_Pick_2,0.08,Receiving,2 Tomatoes,100%
19,Power_Pick_2,0.06,Receiving,2 Tomatoes,100%
20,Power_Pick_3,0.08,Receiving,2 Tomatoes,100%
21,Power_Pick_3,0.07,Receiving,2 Tomatoes,100%
22,Power_Pick_3,0.09,Receiving,2 Tomatoes,100%
23,Power_Pick_3,0.06,Receiving,2 Tomatoes,100%
24,Power_Pick_3,0.06,Receiving,2 Tomatoes,100%
25,Power_Pick_3,0.04,Receiving,2 Tomatoes,100%
26,Power_Pick_3,0.08,Receiving,2 Tomatoes,100%
27,Power_Pick_3,0.04,Receiving,2 Tomatoes,100%
28,Power_Pick_3,0.04,Receiving,2 Tomatoes,100%
29,Power_Pick_3,0.04,Receiving,2 Tomatoes,100%
0,Power_Pick_1,0.13,Receiving,6 Tomatoes,100%
1,Power_Pick_1,0.19,Receiving,6 Tomatoes,100%
2,Power_Pick_1,0.13,Receiving,6 Tomatoes,100%
3,Power_Pick_1,0.17,Receiving,6 Tomatoes,100%
4,Power_Pick_1,0.08,Receiving,6 Tomatoes,100%
5,Power_Pick_1,0.12,Receiving,6 Tomatoes,100%
6,Power_Pick_1,0.11,Receiving,6 Tomatoes,100%
7,Power_Pick_1,0.09,Receiving,6 Tomatoes,100%
8,Power_Pick_1,0.11,Receiving,6 Tomatoes,100%
9,Power_Pick_1,0.18,Receiving,6 Tomatoes,100%
10,Power_Pick_2,0.15,Receiving,6 Tomatoes,100%
11,Power_Pick_2,0.15,Receiving,6 Tomatoes,100%
12,Power_Pick_2,0.1,Receiving,6 Tomatoes,100%
13,Power_Pick_2,0.1,Receiving,6 Tomatoes,100%
14,Power_Pick_2,0.12,Receiving,6 Tomatoes,100%
15,Power_Pick_2,0.16,Receiving,6 Tomatoes,100%
16,Power_Pick_2,0.19,Receiving,6 Tomatoes,100%
17,Power_Pick_2,0.22,Receiving,6 Tomatoes,100%
18,Power_Pick_2,0.12,Receiving,6 Tomatoes,100%
19,Power_Pick_2,0.15,Receiving,6 Tomatoes,100%
20,Power_Pick_3,0.14,Receiving,6 Tomatoes,100%
21,Power_Pick_3,0.1,Receiving,6 Tomatoes,100%
22,Power_Pick_3,0.18,Receiving,6 Tomatoes,100%
23,Power_Pick_3,0.1,Receiving,6 Tomatoes,100%
24,Power_Pick_3,0.16,Receiving,6 Tomatoes,100%
25,Power_Pick_3,0.1,Receiving,6 Tomatoes,100%
26,Power_Pick_3,0.19,Receiving,6 Tomatoes,100%
27,Power_Pick_3,0.16,Receiving,6 Tomatoes,100%
28,Power_Pick_3,0.1,Receiving,6 Tomatoes,100%
29,Power_Pick_3,0.1,Receiving,6 Tomatoes,100%
0,Power_Pick_1,0.2,Receiving,20 Tomatoes,100%
1,Power_Pick_1,0.21,Receiving,20 Tomatoes,100%
2,Power_Pick_1,0.2,Receiving,20 Tomatoes,100%
3,Power_Pick_1,0.2,Receiving,20 Tomatoes,100%
4,Power_Pick_1,0.25,Receiving,20 Tomatoes,100%
5,Power_Pick_1,0.26,Receiving,20 Tomatoes,100%
6,Power_Pick_1,0.15,Receiving,20 Tomatoes,100%
